br_pr_D1,tr_pr_D0,tr_hpr_D0,Volume_D10,Volume_D9,Volume_D8,Volume_D7,Volume_D6,Volume_D5,Volume_D4,Volume_D3,Volume_D2,Volume_D1,tr_vol_D0,lpr_D10,lpr_D9,lpr_D8,lpr_D7,lpr_D6,lpr_D5,lpr_D4,lpr_D3,lpr_D2,lpr_D1
5100,5310,5570,32548,48182,92787,120512,312257,263569,98476,282371,72340,67324,643833,4720,4750,4710,4800,4785,4980,5030,5140,5030,5030
6000,6140,6600,474005,183347,163244,139553,174073,118473,104432,120129,85728,103875,853319,6120,6110,6130,6210,6080,5950,6050,5970,6010,5970
10750,11000,11350,233998,335019,316789,295305,354613,313906,287057,196409,499970,200835,668631,10650,10700,10250,10300,10700,10450,10800,10550,10550,10700
2825,2840,3020,4526409,4432537,5671946,4069961,4602504,3838255,4226681,2068364,2244487,4333491,4379151,2430,2620,2515,2580,2805,2680,2480,2570,2680,2820
40800,42100,47650,188415,233534,103318,193786,148859,177014,134694,101439,99999,90496,889713,42500,43500,43300,41300,40800,40600,40600,40500,40350,40500
20650,21950,24600,1664522,350063,159213,225968,2072236,5136192,828433,4847435,857847,750142,3209646,14900,16750,16500,16050,15650,18500,20400,20600,22050,20400
23050,20300,20750,7062809,7188676,11749178,9902698,10971093,7227822,6459378,6032526,5012820,6052043,20603007,25500,25250,25350,24400,23200,23600,23600,23350,23300,22900
21300,19950,22650,350063,159213,225968,2072236,5136192,828433,4847435,857847,750142,3209646,896715,16750,16500,16050,15650,18500,20400,20600,22050,20400,20750
1130,1205,1240,3864037,3910174,31199447,6390117,3746547,3832266,2642100,11778216,12274685,8894460,21157375,1025,1045,1045,1100,1060,1020,1025,1040,1100,1080
3460,3610,3970,342038,332971,291024,462263,296643,349817,257307,490617,296387,1129051,7229620,3700,3710,3610,3430,3435,3380,3345,3300,3265,3240
34050,35450,36900,173912,146350,510148,150785,124802,65589,116856,123918,118211,125462,513563,34850,34950,34600,33200,32800,32550,31600,32600,32700,32850
2865,2900,2930,5671946,4069961,4602504,3838255,4226681,2068364,2244487,4333491,4379151,2014245,2814434,2515,2580,2805,2680,2480,2570,2680,2820,2835,2775
4590,4790,5330,184263,171956,155481,190372,210553,4445067,948708,6394701,1130615,769722,11019967,4100,4050,3960,4105,4090,4125,4345,4460,4630,4400
15550,15900,17200,210739,173089,144257,138647,426480,178383,180277,455082,704972,684261,1664903,14750,14400,14400,14650,14900,15000,14650,14750,15150,15400
2320,2390,2760,798870,801939,1037490,467254,305904,489821,242471,614222,500421,723655,4463117,2410,2320,2320,2325,2370,2345,2350,2350,2285,2255
2475,2555,3145,376776,130768,109619,174098,215335,267244,119157,147280,210397,199403,4218188,2900,2855,2865,2825,2905,2835,2765,2675,2550,2475
15650,15800,16150,173089,144257,138647,426480,178383,180277,455082,704972,684261,1664903,459249,14400,14400,14650,14900,15000,14650,14750,15150,15400,15650
5070,5540,6490,43011,69687,48730,551914,139291,116292,98434,676853,674289,300455,7720366,4730,4650,4685,4735,4950,4965,4865,4885,4730,4770
10750,11150,11400,2169326,1738416,958215,807783,3397251,1481391,1560074,1640918,1070289,1063515,1534947,12000,11150,10900,10550,11100,10550,9990,10200,10000,10050
5920,6240,6440,98476,282371,72340,67324,643833,238477,179202,717098,1273528,1145874,3039909,5030,5140,5030,5030,5200,5060,5020,4960,5150,5660
5450,5800,7080,117982,94261,134974,72263,102097,83576,176227,125206,117586,47484,2236130,6120,6020,5870,5910,5640,5440,5140,5040,5130,5340
1940,2020,2090,1279143,896097,1075507,1125710,889401,914507,784072,483308,858768,2509100,1876380,1850,1900,1965,1945,1900,1845,1820,1870,1905,1885
10300,10800,11850,631985,232764,184594,262374,222200,199594,243920,250887,596555,238641,3244248,10100,10050,9990,9520,9290,9150,8890,9100,9330,10050
11850,12500,12850,374776,237463,565796,677319,523988,662137,482770,312441,220088,188353,760256,12200,12250,12450,11600,11200,10700,10550,11400,11650,11400
20550,20950,26250,1107776,374409,362770,463188,417513,556382,1789226,1016042,2165599,1579016,12654229,16250,16700,16400,15900,15600,15500,16800,18850,18800,18850
8350,8450,9170,111151,146705,612843,377950,287586,186061,128090,82977,111574,143725,1978959,8240,8280,8390,8400,8340,8130,8140,8200,8210,8290
7000,7200,7700,233523,344050,201550,354213,258362,257440,152739,212161,461542,337974,4145896,6770,6670,6500,6460,6470,6600,6860,6850,7010,6920
8750,8770,8970,146705,612843,377950,287586,186061,128090,82977,111574,143725,1978959,459161,8280,8390,8400,8340,8130,8140,8200,8210,8290,8450
21150,21550,23900,113140,181464,116341,165057,61605,49347,145968,55177,48795,41353,840808,20800,21400,20550,20450,19450,19800,20750,21250,20800,20950
13550,14350,15550,8699157,7123958,3827197,741651,500465,496577,3449559,2162972,12733695,3211992,8601469,9650,12100,11250,12400,12400,12000,11850,11400,11150,13250
9080,9230,10000,14616712,9960972,3255487,2813562,16334482,13332266,3955037,1708118,9487847,2733702,26647419,7690,8800,8560,8130,8600,8950,8710,8300,8420,8740
19500,20350,20650,3155535,1762324,920847,16229041,30122197,26489418,7944897,3972005,7293633,3486236,3428241,26550,22950,16100,13000,13200,18850,18400,18200,18650,18750
2855,2960,3185,337347,498743,290048,202387,629810,2215760,1106134,2033388,13710233,3580836,4757933,2210,2135,2125,2165,2265,2385,2500,2395,2590,2840
24100,24350,25900,147120,204857,130185,75819,64018,42216,201765,157328,118115,103229,528512,22350,21550,21350,21900,22650,22400,23000,23700,23750,23850
24100,24350,25900,147120,204857,130185,75819,64018,42216,201765,157328,118115,103229,528512,22350,21550,21350,21900,22650,22400,23000,23700,23750,23850
12950,13850,16800,30525,40907,20574,16788,19960,19027,20153,24271,13537,19583,3980516,12100,12000,11900,12000,12450,12450,12700,12800,12900,12750
12950,13850,16800,30525,40907,20574,16788,19960,19027,20153,24271,13537,19583,3980516,12100,12000,11900,12000,12450,12450,12700,12800,12900,12750
2855,2960,3185,337347,498743,290048,202387,629810,2215760,1106134,2033388,13710233,3580836,4757933,2210,2135,2125,2165,2265,2385,2500,2395,2590,2840
5980,6220,7640,280280,181667,231836,96595,68113,108503,146594,101059,90732,68079,9051828,5510,5450,5720,5990,5890,5880,6010,6110,6010,5980
5980,6220,7640,280280,181667,231836,96595,68113,108503,146594,101059,90732,68079,9051828,5510,5450,5720,5990,5890,5880,6010,6110,6010,5980
12600,13200,13650,22954609,14590964,12346837,3730288,3885246,6637178,3106198,2354507,1888794,1751227,4087545,11600,13300,13450,12850,12600,12700,12900,13100,12700,12350
7080,7340,8060,7163784,6363022,2885448,6566306,2672156,22865704,4791740,6272515,14379286,14214580,38084578,5760,5570,5900,5900,5990,6290,6100,6260,6260,6700
7080,7340,8060,7163784,6363022,2885448,6566306,2672156,22865704,4791740,6272515,14379286,14214580,38084578,5760,5570,5900,5900,5990,6290,6100,6260,6260,6700
12600,13200,13650,22954609,14590964,12346837,3730288,3885246,6637178,3106198,2354507,1888794,1751227,4087545,11600,13300,13450,12850,12600,12700,12900,13100,12700,12350
31350,32700,33700,37361,32567,27859,26845,138116,32988,77214,33747,29788,24014,168110,29800,29600,30300,30000,30200,31100,31700,31200,31300,31300
2390,2430,2600,308412,237286,169011,109083,98276,160312,55217,78207,183013,106653,318962,2190,2230,2440,2440,2450,2340,2380,2385,2395,2370
1015,1015,1060,2985614,2854129,4869960,3666904,5275170,3644871,2672963,3266513,4140264,3080603,14029892,910,936,970,991,999,999,1000,1000,1000,1005
1015,1015,1060,2985614,2854129,4869960,3666904,5275170,3644871,2672963,3266513,4140264,3080603,14029892,910,936,970,991,999,999,1000,1000,1000,1005
15800,16300,17100,42410,34537,43349,46437,9165,29718,12270,24219,16944,29899,91543,14200,14500,15550,15000,15550,15200,15400,15350,15500,15350
31350,32700,33700,37361,32567,27859,26845,138116,32988,77214,33747,29788,24014,168110,29800,29600,30300,30000,30200,31100,31700,31200,31300,31300
15800,16300,17100,42410,34537,43349,46437,9165,29718,12270,24219,16944,29899,91543,14200,14500,15550,15000,15550,15200,15400,15350,15500,15350
2390,2430,2600,308412,237286,169011,109083,98276,160312,55217,78207,183013,106653,318962,2190,2230,2440,2440,2450,2340,2380,2385,2395,2370
33350,34000,35850,271673,151572,109352,103194,75057,72638,66789,29666,36288,45492,291223,33050,34600,33100,33400,33700,34100,33650,34300,33800,33050
16200,16800,18400,263792,294770,333196,377320,1936274,160098,123830,399733,156322,170283,3268038,14200,15000,15200,15600,15850,15750,15750,15750,15900,15850
21700,19000,19600,1916902,1027812,978786,945302,606620,419426,314318,353528,298931,385956,1149097,22200,23250,23250,22450,22100,21800,21800,21950,21650,21600
33350,34000,35850,271673,151572,109352,103194,75057,72638,66789,29666,36288,45492,291223,33050,34600,33100,33400,33700,34100,33650,34300,33800,33050
21700,19000,19600,1916902,1027812,978786,945302,606620,419426,314318,353528,298931,385956,1149097,22200,23250,23250,22450,22100,21800,21800,21950,21650,21600
16200,16800,18400,263792,294770,333196,377320,1936274,160098,123830,399733,156322,170283,3268038,14200,15000,15200,15600,15850,15750,15750,15750,15900,15850
4700,5120,5600,213571,93774,109972,168794,64047,202231,114282,232628,205536,129217,656633,4650,4750,4495,4170,4350,4390,4490,4615,4555,4665
1775,1830,1965,424521,429732,425946,535638,273576,246786,366380,275426,272128,359471,8752467,1710,1725,1760,1760,1760,1760,1780,1735,1745,1760
4700,5120,5600,213571,93774,109972,168794,64047,202231,114282,232628,205536,129217,656633,4650,4750,4495,4170,4350,4390,4490,4615,4555,4665
1775,1830,1965,424521,429732,425946,535638,273576,246786,366380,275426,272128,359471,8752467,1710,1725,1760,1760,1760,1760,1780,1735,1745,1760
1000,1045,1080,412574,446235,839991,319499,272876,444860,438642,260004,197486,279396,3183361,1005,1010,995,997,998,997,1000,995,996,965
11050,11300,13800,62066,59013,32226,60048,41826,69481,48620,300041,159196,346684,2489775,9990,10100,10100,10000,10050,9990,9970,10050,10500,10500
11050,11300,13800,62066,59013,32226,60048,41826,69481,48620,300041,159196,346684,2489775,9990,10100,10100,10000,10050,9990,9970,10050,10500,10500
1000,1045,1080,412574,446235,839991,319499,272876,444860,438642,260004,197486,279396,3183361,1005,1010,995,997,998,997,1000,995,996,965
7290,7400,9470,1009748,426559,408933,599489,2412247,4365010,1125579,744193,1485577,2511361,44461195,6530,6370,6370,6480,6670,7120,6930,6910,6860,6950
7290,7400,9470,1009748,426559,408933,599489,2412247,4365010,1125579,744193,1485577,2511361,44461195,6530,6370,6370,6480,6670,7120,6930,6910,6860,6950
16350,17200,18500,71290,109417,53218,63406,80296,944614,88567,118912,73716,98040,3433882,15950,15900,15800,15800,15950,16300,16200,16300,16200,16300
16350,17200,18500,71290,109417,53218,63406,80296,944614,88567,118912,73716,98040,3433882,15950,15900,15800,15800,15950,16300,16200,16300,16200,16300
6280,6460,6850,26672398,4173424,3907136,4614607,1793628,1826662,7200992,1754307,2007281,2624885,11659005,6630,6520,6390,6590,6370,6400,6470,6310,6020,6120
6070,6320,7630,3960,6420,7548,4659,9348,2914,37995,4921,159264,34327,415080,6310,6300,6260,6280,6200,6110,6020,6210,6270,5800
6280,6460,6850,26672398,4173424,3907136,4614607,1793628,1826662,7200992,1754307,2007281,2624885,11659005,6630,6520,6390,6590,6370,6400,6470,6310,6020,6120
6070,6320,7630,3960,6420,7548,4659,9348,2914,37995,4921,159264,34327,415080,6310,6300,6260,6280,6200,6110,6020,6210,6270,5800
29550,30400,31500,3143873,2012654,1735081,1977529,1937984,1221854,975634,1740758,1483824,1400351,3066984,30500,30300,30500,30150,28900,29300,29000,29950,28500,29350
16200,16900,17900,85550,73192,261519,62307,40861,208714,100315,85498,234142,117435,433338,14300,13950,14550,14900,14700,14950,15500,15150,14900,15950
29550,30400,31500,3143873,2012654,1735081,1977529,1937984,1221854,975634,1740758,1483824,1400351,3066984,30500,30300,30500,30150,28900,29300,29000,29950,28500,29350
16200,16900,17900,85550,73192,261519,62307,40861,208714,100315,85498,234142,117435,433338,14300,13950,14550,14900,14700,14950,15500,15150,14900,15950
4355,4540,5220,77502,175144,179042,143083,174444,356496,302341,422450,14208566,2660445,9176517,3830,3830,3735,3660,3625,3550,3540,3595,3960,4205
17400,17850,22600,56578,25559,14574,11467,42796,24833,38163,18687,16772,93976,1878140,15900,16500,16050,15950,16100,16400,16600,16150,16200,16300
17400,17850,22600,56578,25559,14574,11467,42796,24833,38163,18687,16772,93976,1878140,15900,16500,16050,15950,16100,16400,16600,16150,16200,16300
4355,4540,5220,77502,175144,179042,143083,174444,356496,302341,422450,14208566,2660445,9176517,3830,3830,3735,3660,3625,3550,3540,3595,3960,4205
24000,24550,25350,419710,283421,247488,338760,267663,503124,371104,314301,612632,521282,1025415,24200,23650,23500,23050,23100,22200,22000,22550,22900,23750
6650,6940,7630,577318,418617,375112,283982,217327,317142,837548,488215,193927,219294,1733812,7250,6840,6700,6710,6560,6390,6070,6520,6500,6550
6650,6940,7630,577318,418617,375112,283982,217327,317142,837548,488215,193927,219294,1733812,7250,6840,6700,6710,6560,6390,6070,6520,6500,6550
24000,24550,25350,419710,283421,247488,338760,267663,503124,371104,314301,612632,521282,1025415,24200,23650,23500,23050,23100,22200,22000,22550,22900,23750
4205,4380,4450,187607,105111,373246,98652,217560,71167,105081,53004,86791,201759,506860,4155,3935,4180,4300,4035,3975,4040,4075,4015,4065
11100,11300,11600,221325,215403,228587,428397,566248,287444,249281,246340,170685,120679,299974,10950,10850,11050,11050,11150,10700,10900,11000,11100,11050
4205,4380,4450,187607,105111,373246,98652,217560,71167,105081,53004,86791,201759,506860,4155,3935,4180,4300,4035,3975,4040,4075,4015,4065
13950,14500,15000,125413,90165,2158032,466197,368984,577682,357963,530173,288523,147121,862700,12650,12550,13100,12850,13100,13250,13650,13700,13850,13800
11100,11300,11600,221325,215403,228587,428397,566248,287444,249281,246340,170685,120679,299974,10950,10850,11050,11050,11150,10700,10900,11000,11100,11050
13950,14500,15000,125413,90165,2158032,466197,368984,577682,357963,530173,288523,147121,862700,12650,12550,13100,12850,13100,13250,13650,13700,13850,13800
2150,2215,2650,722266,503705,1733777,2417137,1765693,1222497,1318141,1806755,1503760,4282077,8611395,2270,2320,2175,1985,1995,2035,1995,2015,2030,2050
2365,2445,2580,318962,278348,146481,319575,300805,105778,182582,232753,2838713,1869364,1445378,2370,2300,2290,2190,2180,2205,2220,2190,2200,2350
2150,2215,2650,722266,503705,1733777,2417137,1765693,1222497,1318141,1806755,1503760,4282077,8611395,2270,2320,2175,1985,1995,2035,1995,2015,2030,2050
2365,2445,2580,318962,278348,146481,319575,300805,105778,182582,232753,2838713,1869364,1445378,2370,2300,2290,2190,2180,2205,2220,2190,2200,2350
8880,9130,10450,171512,41394,45025,2940088,446288,331292,152541,1293754,7028962,925779,3297077,7040,6810,6680,6690,7500,7410,7340,7200,7900,8880
1330,1355,1470,1674183,1116477,1273763,2577806,3111758,7054687,9460252,1937881,1571796,4592873,17565425,1320,1300,1250,1130,1190,1305,1355,1285,1265,1275
1330,1355,1470,1674183,1116477,1273763,2577806,3111758,7054687,9460252,1937881,1571796,4592873,17565425,1320,1300,1250,1130,1190,1305,1355,1285,1265,1275
8880,9130,10450,171512,41394,45025,2940088,446288,331292,152541,1293754,7028962,925779,3297077,7040,6810,6680,6690,7500,7410,7340,7200,7900,8880
26150,27500,33300,405877,641372,686070,285212,558948,212108,340828,133939,261418,740840,11394742,26200,24400,23100,22950,23250,23400,23350,23400,23650,24100
26150,27500,33300,405877,641372,686070,285212,558948,212108,340828,133939,261418,740840,11394742,26200,24400,23100,22950,23250,23400,23350,23400,23650,24100
7690,7830,7920,934436,810431,5108741,5975731,7237808,2582351,1437392,1857068,2085726,1565290,3634508,6940,6890,7010,7400,7410,7580,7540,7600,7460,7570
4550,4785,4885,237101,102012,72644,195057,505934,481011,309355,280804,256191,1488185,872442,3945,4060,4005,4040,4155,4365,4335,4235,4400,4520
69800,75300,75400,82553,70673,69468,39535,46488,75153,86837,58963,51524,35230,363695,68500,67000,66600,66000,65200,61300,66800,68100,68000,68400
6300,6300,6530,260545,223520,241391,411361,237614,370812,295369,324934,396196,1487905,1189992,5770,5680,5810,5950,5940,5870,5890,5790,5700,5810
6300,6300,6530,260545,223520,241391,411361,237614,370812,295369,324934,396196,1487905,1189992,5770,5680,5810,5950,5940,5870,5890,5790,5700,5810
2170,11500,13400,0,0,0,0,0,0,0,0,0,0,1901909,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170
6050,6170,6780,117408,126530,143804,83360,2115305,239040,495670,473381,125681,128502,3875644,5510,5500,5640,5710,5740,5950,5860,6100,6040,6030
12500,12500,13200,287444,249281,246340,170685,120679,299974,207339,1060894,1226888,574211,1200820,10700,10900,11000,11100,11050,11150,11050,11350,12100,12350
1240,1265,1330,292237,394264,997256,597019,464503,570913,321636,724780,690700,423550,2493950,1160,1180,1180,1195,1190,1165,1160,1175,1225,1225
5130,5290,5480,496273,252000,224942,198874,219248,141529,109314,258948,179812,234711,1332999,5130,5250,5250,5210,5190,5200,5230,5170,5160,5090
3500,3575,3945,594766,205481,254131,162073,298473,154035,196548,428165,353359,335905,9147478,3345,3425,3445,3380,3365,3355,3380,3395,3465,3495
7230,7490,7730,69118,207938,118674,78827,36887,99653,83210,99338,223849,152389,725204,6650,6800,7080,7050,7070,6960,6950,7000,7060,7030
10900,11300,11900,164412,52551,44154,401361,99726,53258,32459,63125,103552,107348,678288,10300,10450,10350,10450,10750,10600,10650,10650,10700,10700
5450,5510,6060,84205,83422,91966,37531,65602,43462,94919,52297,88079,62617,1181105,5280,5330,5350,5280,5290,5370,5350,5400,5270,5320
6080,6290,6430,28226,27469,38343,33322,25474,28439,47224,116279,78473,56996,215877,5780,5810,5830,5750,5650,5660,5660,5860,5920,6020
2220,2300,2430,159655,139739,142807,173430,184889,192770,254651,3935586,2191399,1286374,7415595,2005,2025,2020,2010,2030,2045,2055,2105,2110,2130
11600,11950,12600,78434,79553,73592,36392,28909,62666,50832,53993,140011,51893,334233,11950,12050,11100,11550,11600,11450,11450,11100,11300,11600
7360,7600,7880,124864,160452,115222,118323,143497,674839,354380,264474,109744,516765,1368343,7220,7250,7240,7190,7240,7350,7290,7030,7070,7210
13700,14300,14700,237738,216479,118979,221618,115560,153630,216828,150123,74933,96534,448354,12950,12650,12750,12800,13400,13450,13700,13150,13200,13300
2700,2820,3070,1082504,1059101,1204755,933972,1532443,1600797,36377060,31895081,13761207,5297238,48134337,2320,2310,2395,2440,2475,2420,2390,2680,2710,2700
13050,13200,14500,177447,85650,420789,222768,250274,300208,190407,89438,132684,92071,722327,12450,12650,12850,13550,12850,12600,12300,12650,12250,12400
58100,59400,61300,60117,24550,32670,74454,187827,214225,119839,191571,230388,110302,138549,49300,49400,50000,50900,52400,54200,54300,54500,58200,57000
45000,45500,47200,446365,362106,279286,566458,1584744,1544022,882516,597159,536058,564837,1154435,40600,40700,41150,41200,42700,43800,44250,44550,43800,44400
19450,20350,20750,120386,155737,98249,89994,97853,100093,84874,329619,144920,62574,355860,19000,19600,19550,19600,19050,18400,18450,18500,19350,19300
3845,3935,4175,197048,22165881,7019410,16166950,35345000,9759174,8388710,28814542,3097020,4127239,8767255,3105,3175,3780,3850,3640,3705,3735,3905,3795,3830
5850,6080,6800,94739,228407,152031,89689,214026,123690,79949,86185,41210,40950,5224243,5790,5890,5970,5950,5800,5970,5900,5750,5800,5840
4805,4905,5730,66862,102458,217209,97598,606875,11998154,1204286,5077158,619818,291618,8311188,4400,4400,4235,4195,4340,4470,4790,4830,5000,4795
1995,2110,2400,106930,179502,289043,444052,1062018,286654,319499,1486521,379286,995988,19104832,1890,1910,1880,1845,1890,1895,1885,1895,1935,1960
6100,6280,6680,213146,119034,246176,209983,143331,192117,161642,170357,1794648,882456,1198983,4995,5190,4845,5050,4990,4875,5150,5100,5390,5940
3430,3510,3950,368293,315879,424968,210645,170403,303749,778104,2724156,353621,704824,23099841,3480,3430,3330,3345,3340,3250,3260,3425,3420,3345
63500,63400,65200,187827,214225,119839,191571,230388,110302,138549,713167,261565,267396,215885,52400,54200,54300,54500,58200,57000,59400,62600,66200,62200
6640,6750,6870,153056,601250,2785153,1919955,776962,1378395,1116735,939367,1987128,1499219,3387918,5320,5270,5580,6080,5960,6090,6180,6050,6170,6430
6640,6750,6870,153056,601250,2785153,1919955,776962,1378395,1116735,939367,1987128,1499219,3387918,5320,5270,5580,6080,5960,6090,6180,6050,6170,6430
33900,34250,35650,79119,87532,49659,68461,72310,53203,102422,138430,46314,49339,293957,33650,32950,33100,32400,31800,32450,32950,33400,34200,33500
2185,2185,2355,444052,1062018,286654,319499,1486521,379286,995988,19104832,2997412,4706970,6067482,1845,1890,1895,1885,1895,1935,1960,2085,2105,2120
8230,8470,8900,316398,431614,270211,195854,257741,573296,279216,228413,343072,239224,1534825,8120,8160,8430,8250,8250,8560,8580,8420,8420,8120
7370,7500,7740,532634,477207,540013,743452,329022,2641913,745768,528793,411960,1719554,598333,5920,6220,6360,6280,6500,6750,7070,7000,7180,6610
1185,1215,1540,657251,864092,793430,858508,419641,588329,684464,906064,477529,358517,30705475,1225,1190,1170,1180,1200,1160,1140,1140,1135,1150
6710,7190,7490,2729297,11454517,19276514,3857676,2312965,8185087,23558956,3058516,18992511,8567343,7027920,4680,5720,5780,5870,5470,5530,6210,6120,6350,6450
3305,3355,3630,76318,57616,10709558,668167,391272,279644,1331860,285363,1178690,1073901,3312128,2980,2895,2975,3125,3105,3030,3020,2985,3040,3165
2085,2155,2480,473207,1486545,747144,506895,846680,883402,699639,770779,696688,604918,45900984,2235,2160,2170,2180,2105,2055,2020,1995,2025,2055
7000,7380,7380,1290998,1050265,367251,436844,362660,719733,250424,165775,123028,145273,384813,7350,7440,7420,7110,6870,7110,6800,6750,6860,6890
2200,2210,2350,476207,400919,387066,221356,264105,230022,522515,236440,242783,329108,716900,2435,2450,2475,2480,2390,2360,2185,2190,2175,2185
13650,13800,14750,138795,49351,265439,129373,83843,102188,64737,93830,112976,133205,383746,13050,13300,13300,14050,13800,13450,13300,13250,13500,13600
1650,1690,1905,721865,8575280,2386574,2104010,1796489,923867,2381236,3036006,2623446,16070836,6960430,1370,1325,1520,1375,1340,1315,1290,1430,1500,1615
62700,62700,65500,138549,713167,261565,267396,215885,120382,73107,51252,82875,127113,189831,59400,62600,66200,62200,60600,59200,59400,59600,58200,57300
3800,3600,3730,121173,148382,141824,183283,157890,135967,94695,82606,106230,253914,648845,4150,4160,4060,3985,3920,3865,3865,3900,3835,3645
4010,4100,4650,42893,315007,106070,37747,33121,21389,14400,57730,50689,57375,733665,3580,3720,4070,4095,4085,4005,4065,4125,3980,3870
34900,35400,37200,198137,205467,121657,434245,146606,102561,188465,273685,510211,583044,935698,34400,33100,33100,33050,33750,33700,33300,32900,33750,33900
20500,21400,21850,1034059,2168725,1366675,1088327,987572,1080372,1935076,4288679,12657853,24181909,13789667,17200,16650,15850,15250,14800,15300,16050,17200,18400,19500
4900,5160,5450,3672567,3041345,5015630,2884262,3108476,2963270,24372462,20541444,5603357,11672018,9368142,5740,5480,5080,5010,5040,4890,4625,5020,5210,4845
64500,65200,66000,267396,215885,120382,73107,51252,82875,127113,189831,176967,114235,71439,62200,60600,59200,59400,59600,58200,57300,62700,59900,62300
3480,3640,4000,502786,325917,486404,205979,156120,159631,484379,1463687,492391,328595,2085140,3380,3325,3310,3350,3460,3275,3235,3260,3410,3370
1820,1920,2230,1796489,923867,2381236,3036006,2623446,16070836,6960430,21900016,5440398,7979371,8368987,1340,1315,1290,1430,1500,1615,1650,1805,1900,1770
9680,10250,10400,39907,29848,24069,21664,30673,59539,22316,53609,16392,16092,318841,9980,9950,9850,9800,9450,9310,9360,9190,9270,9590
16300,17200,17350,61889,93820,50783,48091,97310,131467,63529,108045,85460,46255,157322,16450,16350,17000,16600,15800,15150,14850,14150,14650,16100
8050,8210,8420,13819013,3468301,1373055,10171513,6696683,2287019,2426067,948936,2103735,2750455,1809886,7960,7780,7560,7660,7610,7700,7130,6980,7180,7900
2720,2750,3100,296033,291779,302897,1043817,640676,1898064,602812,569199,529117,317237,1992665,2680,2675,2730,2470,2320,2355,2355,2355,2525,2670
3315,3435,4000,955987,1154058,603804,922684,1427283,4254953,1041796,980198,761075,1126688,22941339,3470,3470,3570,3305,2995,3010,3045,3040,3205,3300
2495,2575,2650,901623,632299,1213483,1380267,3477809,1126207,819421,2837651,29825297,4680586,9604799,2320,2355,2370,2270,2275,2220,2170,2270,2450,2475
1190,1215,1335,285542,256698,11819446,2971238,9209250,3078708,1223617,1428680,5240915,1951853,10642201,1020,1025,1030,1060,1095,1040,1035,1065,1095,1160
4200,4340,4510,143738,205216,216668,1042433,614699,304726,627658,177840,168493,188353,533126,4560,4555,4210,3980,3880,3875,3760,4215,4175,4115
1340,1430,1475,1501847,935971,1488950,1198421,1307549,944949,513574,818684,303610,1272235,3696197,1360,1325,1255,1255,1220,1215,1300,1310,1320,1320
1585,1615,1680,2623446,16070836,6960430,21900016,5440398,7979371,8368987,6339266,4403725,2414234,1682586,1500,1615,1650,1805,1900,1770,1900,1645,1610,1550
5210,5490,6130,87557,75334,20564,52195,26606,30128,22736,20876,33325,123894,16397956,4880,4755,4800,4655,4690,4900,4980,4960,4950,5020
36700,38500,46250,154953,115444,114095,80390,74627,73965,52724,41330,47029,31289,1201736,36200,34500,34200,33550,33950,36250,36650,36650,36250,36250
1005,1050,1115,7538076,2660642,1010998,3426171,2321387,3304188,5036539,3641738,1585029,3273518,28651453,930,894,888,924,949,961,975,980,999,993
6120,6570,6700,837649,569537,384766,245465,260566,161560,134923,135608,135601,489950,1343790,6110,5540,5300,5700,5870,5940,5990,5890,5850,5810
23150,24100,24850,11066,3615,8876,9373,7131,65039,14988,5816,5281,107221,134280,20500,20600,21100,21400,21500,21900,22000,22050,21900,21800
1505,1560,1595,44430950,6673483,4318239,3891303,1848111,6910120,1969662,2249848,7168776,25113734,17085861,1305,1300,1310,1370,1390,1370,1415,1400,1405,1485
14050,14700,17400,104558,223839,125332,78882,169066,79847,71310,73474,74126,56436,2262533,13400,14250,14650,14350,14450,14800,14750,14400,13850,14050
6830,7120,7460,3002860,1535025,1173586,3401346,1235192,710387,20152899,3102011,1951281,1285590,1478288,6430,6640,6550,6750,6950,6970,7140,7630,7020,6810
1230,1350,1475,1267703,895761,732603,12478626,16525533,4176711,2387369,1309981,1747652,1709307,27546649,1110,1200,1220,1315,1325,1380,1335,1295,1215,1210
15200,15650,16600,39065,22218,10669,17073,11815,14765,19736,13519,21673,21584,88763,14500,14750,14950,15100,15250,15200,15300,15200,14650,14850
3975,4100,4450,172580,108078,110702,2028511,1406762,226042,185704,248356,2013969,308342,2688559,3675,3785,3825,3890,3980,3960,3955,3755,3750,3850
5360,5570,6080,137344,77916,79679,3710804,4423268,1925889,883657,17429324,18640371,2725931,12657241,4190,4300,4365,4500,4770,5040,4890,4770,5060,4730
3460,3600,4275,535912,939283,624443,371790,452214,402249,1102696,665307,392637,949939,12659094,3400,3450,3405,3420,3385,3270,3255,3250,3335,3260
3885,3920,3985,955570,805551,355743,226493,193529,285097,4178653,870265,513773,1002399,435208,3945,4060,3970,3900,3900,3855,4000,3785,3620,3745
1490,1550,1635,1848111,6910120,1969662,2249848,7168776,25113734,17085861,4882363,7258155,14994040,15992968,1390,1370,1415,1400,1405,1485,1405,1320,1380,1480
6500,6780,6910,1310283,1477469,672058,784869,5150414,10803711,9491791,3544131,19297935,8246326,7856569,5800,5830,5810,5770,5670,6340,6190,5730,5870,6400
1485,1585,1615,6910120,1969662,2249848,7168776,25113734,17085861,4882363,7258155,14994040,15992968,15300993,1370,1415,1400,1405,1485,1405,1320,1380,1480,1480
