br_pr_D1,tr_pr_D0,tr_hpr_D0,Volume_D10,Volume_D9,Volume_D8,Volume_D7,Volume_D6,Volume_D5,Volume_D4,Volume_D3,Volume_D2,Volume_D1,tr_vol_D0,lpr_D10,lpr_D9,lpr_D8,lpr_D7,lpr_D6,lpr_D5,lpr_D4,lpr_D3,lpr_D2,lpr_D1
2155,2300,2800,2095064,1834379,1221137,1891562,1905751,953537,1032295,776068,1461633,966503,35809127,2440,2410,2315,2145,1960,1965,2050,2130,2120,2140
972,986,1055,22150771,4812241,5073094,5081342,10411696,3302562,3493702,3273645,2453006,1923109,4772649,1060,1080,1000,927,970,995,1010,1020,986,960
2570,2630,2790,1834379,1221137,1891562,1905751,953537,1032295,776068,1461633,966503,35809127,13107749,2410,2315,2145,1960,1965,2050,2130,2120,2140,2265
16950,17900,18500,40811,73219,56396,17789,17250,17558,31152,735113,151550,125606,326201,14600,13750,13200,13450,14200,14250,14050,14550,15950,15900
13200,13700,14600,0,0,0,15546372,3209939,5308688,4823347,1275409,2724125,1418289,2420308,0,0,0,16800,16650,17250,16600,17350,14600,12800
5180,5350,5480,2854744,1391683,1294266,1008874,595231,670056,404313,665991,473584,376551,1816227,5500,5090,5160,5230,5410,5330,5180,4955,4930,4995
31300,31800,34200,2084271,2417033,3523389,1046670,553502,686698,414320,600433,648660,1347318,2772879,33800,27350,28100,30200,31800,31300,30850,29250,29500,30550
3335,3400,3605,4604294,8232604,7235665,9328007,6440332,3409044,1976314,2561169,2934773,2145079,11116017,3160,3235,3340,3350,3450,3305,3185,3005,3080,3240
1520,1610,1720,8962783,7305441,6968536,4467078,5567675,3818175,3409759,3816341,2811562,2827011,16818401,1525,1545,1610,1660,1660,1605,1515,1485,1515,1480
30900,32200,33750,3523389,1046670,553502,686698,414320,600433,648660,1347318,2772879,2695872,3431679,28100,30200,31800,31300,30850,29250,29500,30550,28550,28900
33900,35700,40800,76709,73226,41767,42244,46338,117093,387322,422875,1774103,405134,1334129,19500,19800,20500,20000,20000,20000,20300,21850,31050,31500
9900,10200,10450,11458083,9889256,7097814,2784060,5058592,3854451,2715594,13446373,13196952,6331240,7286607,7850,8750,9300,9400,8710,9060,8340,9010,8870,9350
15750,16400,17100,164769,103688,119987,89738,188337,152779,318756,181848,235982,251869,824523,14400,14800,14500,14400,13500,13500,13750,14550,14600,14950
9650,9620,9930,9889256,7097814,2784060,5058592,3854451,2715594,13446373,13196952,6331240,7286607,2618179,8750,9300,9400,8710,9060,8340,9010,8870,9350,9630
18500,19200,20550,10765449,1944546,7778097,3777663,22936534,12273736,4443994,4331164,7210252,5033943,13907178,13100,14400,14800,15050,16150,18350,16850,17050,17150,18500
11900,12300,12850,517916,2411797,525907,603457,408837,609530,1002510,419527,331529,266190,1026141,11950,11750,11500,11350,10300,10550,11650,12200,12150,11600
6170,6320,7390,27742,34192,24034,71593,60488,42236,16857,24120,56061,31238,5127194,6190,6070,6160,6100,5830,6000,6030,6090,5830,6150
2055,2105,2555,4818179,2330710,2117531,2146297,2338553,16054462,5962932,25435375,4660591,6964032,95637712,1710,1720,1645,1660,1700,1730,1790,1850,1965,1855
6130,6370,6880,34192,24034,71593,60488,42236,16857,24120,56061,31238,5127194,2902005,6070,6160,6100,5830,6000,6030,6090,5830,6150,6130
2575,2630,2800,44757,270102,110114,176904,130165,66513,77585,67050,98114,110363,4332144,2350,2405,2420,2450,2540,2550,2570,2575,2500,2525
6460,6580,7150,2802674,2932404,2365483,1165791,3186954,1289267,1162129,801488,1142901,957375,8531320,6730,6250,6100,6300,6340,6350,6230,6160,6260,6330
5350,5450,5710,643111,483634,595182,658152,242385,652258,4204858,792463,3611858,2526717,6535345,4440,4480,4550,4735,4825,4820,4920,5000,5050,5130
11350,11650,12050,194735,163297,78516,138886,64217,67200,53797,175234,69093,108201,514553,11250,10550,10650,10700,11000,10900,10800,10550,10700,11000
32600,33900,34700,160134,226531,225514,300539,184916,164636,163249,135230,256232,238635,548277,28150,29500,30250,31050,32000,32050,31500,31600,30300,31600
14600,15100,16050,107974,93658,60543,48056,72802,55610,90416,74454,43230,59162,316223,14100,14500,14650,14850,15100,14900,14200,13950,14200,14300
3195,3245,3545,68129,60452,61377,55521,38896,19730,39524,48628,28558,252134,2702003,2945,3025,2995,3070,3095,3010,2970,3110,3050,3095
11900,12300,13800,39478,63810,32444,197716,37461,36492,79652,51553,101901,39595,767683,10750,11050,11350,11900,11850,11500,11050,11400,11450,11600
22250,23000,24400,214874,75303,39465,25641,39486,33892,16749,15531,34050,20796,272045,21050,21850,22100,22050,21200,21100,21050,21300,21950,21850
29700,31650,33100,539877,633195,754095,265488,229489,238949,249641,463126,203552,133270,1003410,31350,32900,33550,32100,30450,29400,28400,27500,28750,29100
18550,19150,20000,136627,1126105,296542,130904,171135,79036,122571,145480,151017,90471,309593,17300,17500,18550,18200,17450,17050,17200,17450,18300,18250
1880,2070,2135,442068,487238,437564,429843,535857,248132,409680,499149,1238041,1703769,11315867,1685,1740,1745,1705,1695,1715,1705,1725,1770,1860
13600,13900,17600,2662581,1151775,437553,254493,99197,730313,174947,473165,246987,182170,4871754,11350,13550,13650,12850,12700,13000,12250,12600,13300,13350
37400,37300,37800,729650,534130,662935,679310,707391,920147,610638,542890,1138222,817378,637354,36650,36650,36950,37100,36850,36300,36700,36850,36700,36800
41650,43800,45500,468888,373397,267652,188138,263803,720300,3160891,636895,455738,235103,583050,36750,36500,35200,34600,33600,34900,36400,42200,41050,41200
11650,11850,12250,304028,207845,155822,252592,178134,184151,1187650,217963,221045,133495,509395,11100,11050,11050,10750,10500,10550,10900,11550,11550,11500
8500,8900,9570,274520,133359,124787,141921,164007,97913,143910,95606,106633,111595,3625915,7770,7770,7870,7870,8210,8250,8450,8490,8490,8400
10800,11250,12000,3191335,977412,478633,391250,626046,817561,784156,458466,273929,222681,1224027,11050,10600,10500,10250,10550,11100,10650,11100,10750,10700
2990,3055,3320,268984,441592,299861,1103084,824997,525444,320858,254918,141120,372814,7276630,2715,2725,2750,2795,2895,2945,2960,2945,2890,2850
12300,12650,13000,78230,85853,105905,55369,35455,104712,85967,66649,53933,38033,265154,11600,11600,11500,12050,11950,12050,12100,12200,12050,12200
2910,2980,3060,7341742,9960408,20973955,8067547,11473243,51295427,11960147,5814238,4837348,4525139,14378771,2730,2645,2700,2765,2815,2845,2910,2855,2885,2885
9590,9710,10100,61114,80417,80419,55385,75617,86468,78120,82991,47816,37118,265708,9010,8950,9180,9310,9490,9480,9590,9480,9480,9490
25600,26600,27350,1356975,474780,321010,262303,201348,157652,110505,78620,262882,269271,744795,24400,25950,25450,25750,25600,25200,24950,24900,25150,25600
16750,17150,17350,138813,77288,74507,145475,93441,128810,162952,72572,171428,128875,260868,15950,16200,16050,16500,16550,16600,16500,16550,16550,16700
57000,57200,59700,936126,1737419,2752647,880809,1714583,2515827,1261695,1265664,1731389,2693788,2086472,49150,50800,48200,48550,49250,51400,53000,52000,53700,54400
2545,2650,2780,78966,65156,88923,546989,66697,52374,36809,234721,58895,141950,1404113,2400,2420,2445,2445,2500,2495,2475,2525,2530,2530
24400,25000,31700,1101765,859183,702823,498517,644626,341512,1142297,893186,810669,2665188,10858395,21250,22200,21800,21150,20550,21450,21000,22600,22450,23250
7350,7440,9170,736526,162764,118335,117340,92882,57732,33483,56829,124290,743011,6554415,6700,6640,6560,6430,6370,6540,6530,6550,6600,6660
2335,2350,2465,859175,667879,283551,239503,262377,166917,222199,176806,242089,231303,1346115,2285,2300,2290,2275,2280,2255,2290,2300,2300,2300
2335,2350,2465,859175,667879,283551,239503,262377,166917,222199,176806,242089,231303,1346115,2285,2300,2290,2275,2280,2255,2290,2300,2300,2300
2335,2350,2465,859175,667879,283551,239503,262377,166917,222199,176806,242089,231303,1346115,2285,2300,2290,2275,2280,2255,2290,2300,2300,2300
2335,2350,2465,859175,667879,283551,239503,262377,166917,222199,176806,242089,231303,1346115,2285,2300,2290,2275,2280,2255,2290,2300,2300,2300
3380,3430,3520,383954,390670,279353,222804,160752,140592,206888,216698,222650,225516,1137811,3350,3380,3355,3300,3310,3300,3280,3305,3305,3350
26500,27400,29650,3174663,634267,481541,256097,170935,233413,190863,635851,208216,217149,2616664,24000,26050,25400,25200,25400,25500,25500,25600,25600,25400
3475,3525,3795,390670,279353,222804,160752,140592,206888,216698,222650,225516,1137811,7073549,3380,3355,3300,3310,3300,3280,3305,3305,3350,3395
11300,11750,14100,222681,1224027,549573,405133,478047,402996,285576,225881,168101,137841,9617695,10700,11200,11350,11200,11200,11400,11150,11050,11300,11150
5020,5370,5450,179298,384624,262883,470750,262888,214048,598791,256538,180585,192425,2190848,4885,4920,5010,5050,5080,5110,4905,4860,4960,4960
5170,5280,5540,1046121,730445,581755,872475,415298,1027444,590859,4499023,588842,503095,3977221,5020,4850,4855,4880,4960,4650,4650,4905,5020,4995
1425,1480,1560,130426,235021,189112,269673,284630,148792,314932,348017,822329,220618,3907666,1325,1335,1360,1380,1365,1360,1365,1375,1390,1395
8410,8650,8950,4184609,395910,1629469,1612796,500292,294852,618975,430873,266301,195477,1840837,7390,7630,7680,8280,8190,8190,8370,8450,8320,8350
1175,1210,1330,479944,255833,376207,376858,632647,305095,654768,399511,308189,899781,10646105,1130,1135,1135,1130,1135,1125,1150,1165,1160,1165
11850,11950,12700,246643,203252,173235,174044,159373,352038,323677,313735,157855,191339,519437,11100,10850,11050,10900,11050,11350,11700,11750,11600,11650
6680,6810,7280,784791,1644415,271572,819652,473896,223432,205760,303315,227717,149683,2933326,6560,6670,6710,6730,6770,6810,6700,6700,6800,6660
26900,27850,28950,553871,529745,606825,606536,316426,294343,699134,451861,266825,392649,1964071,25550,25700,25800,26600,26450,25750,25800,26400,26200,26850
12150,12200,12800,477748,364019,403647,141201,211109,150009,144854,232285,122727,157182,542101,12450,12250,11800,11850,11850,11850,11650,11800,11850,12050
1235,1255,1405,195644,65451,179837,156731,10282244,825298,460342,223115,178412,107182,4639263,1120,1115,1125,1145,1145,1240,1225,1215,1230,1225
8190,8280,8700,996060,438477,381865,1312669,300377,491878,272639,394614,950542,285334,1422004,8330,8370,8250,8310,8330,8030,8010,8040,8040,8160
7000,7130,7300,71625,51040,60076,189042,56239,49995,52424,400073,100870,68751,551731,6690,6670,6690,6850,6770,6760,6790,6820,6850,6920
5180,5240,5390,598791,256538,180585,192425,2190848,316584,264744,317649,421390,264492,1821597,4905,4860,4960,4960,5090,5040,5020,5070,5130,5140
12500,12600,13300,141201,211109,150009,144854,232285,122727,157182,542101,759404,790377,1238216,11850,11850,11850,11650,11800,11850,12050,11900,11850,12450
9900,9920,10400,119836,106922,94215,101769,163961,102579,638989,1598573,397709,339994,763155,9310,9370,9340,9210,9100,9130,9160,9490,9730,9640
8420,8440,9120,201938,131105,176662,148545,170435,465875,201540,1469257,298432,246303,3176557,8110,8040,7670,7760,7810,7860,8110,8220,8150,8210
2010,2045,2530,414662,729396,460489,489261,609210,329449,341161,4155222,2275877,1572732,32264737,1970,1895,1885,1845,1850,1860,1855,1875,1940,1950
1445,1495,1530,1598702,2054653,1238223,2170518,1482779,3892136,1876916,8559238,4368874,4273203,17399047,1390,1355,1365,1345,1350,1370,1380,1405,1405,1400
1975,2000,2065,266795,189035,208633,256936,642863,1528085,1186094,718500,1478009,1021214,4109300,1760,1750,1740,1760,1780,1835,1855,1895,1870,1915
42200,42850,45050,407718,321846,347145,507067,769981,427011,561035,367046,182595,453638,1060984,36100,36650,36900,37350,39350,39600,40500,41000,40800,40650
3300,3375,3500,77084880,13691782,17317160,5231167,3141909,22165716,4162657,4630096,10383489,3617870,6225779,3020,3355,3395,3355,3275,3255,3245,3265,3305,3280
72400,73400,77500,3047766,1449301,1127454,914963,1390747,1157545,1434595,716173,861239,2106988,3025058,68200,69000,69200,69900,70100,68100,68700,70600,69900,70600
10650,11150,11350,697857,458818,219086,615686,853285,434575,377701,3450030,1488288,1049991,2325778,9830,9950,10000,10000,9710,9650,9870,9870,10350,10500
2965,3020,3145,978009,1674615,745922,551644,613557,380594,706854,917431,800247,461561,4198419,2950,2980,3000,2975,2960,2950,2965,2935,2945,2955
2530,2580,2835,512195,414847,216089,2331510,1713359,414866,4351951,1320609,670059,543601,7507636,2300,2295,2305,2275,2400,2350,2370,2410,2480,2485
7640,7770,7950,5300162,3375024,2967703,1613757,908839,921730,748809,2280641,1251824,2624516,4672735,7290,7470,7210,7160,7100,7200,7030,6930,7350,7470
2265,2465,2555,329449,341161,4155222,2275877,1572732,32264737,7701320,2024873,1834430,1757493,10731840,1860,1855,1875,1940,1950,2045,2200,2210,2215,2210
6760,7150,7150,946776,909289,22081252,9212698,6854462,28813595,21935782,6790481,3267630,6773991,6739370,5150,5050,5130,5430,5650,6030,6580,6400,6390,6320
10000,10150,12150,5578448,1162989,1452046,1408140,858164,595000,639824,3120286,1358748,652604,17481366,9280,9720,9760,9810,9520,9210,9510,9800,10150,9810
1330,1355,1440,1860114,36090644,3157915,3387786,1438108,1448110,1906528,674863,6786802,1683938,8413024,1340,1400,1390,1355,1345,1275,1280,1285,1310,1285
1930,1985,2160,600434,5655783,4580678,872322,1132645,885904,618046,7034866,2373850,2199092,18709054,1830,1810,1845,1815,1720,1715,1785,1825,1770,1875
70000,71900,74100,37261,31702,56825,35201,34222,36234,995824,1027181,691073,257658,495470,56200,55900,55900,54300,52900,53400,56500,65600,64000,68800
61000,60800,63100,1280509,1097337,586343,1221115,2468172,1282978,1611519,3530240,1574732,1630967,2011306,54600,56100,55300,55300,57000,57500,57500,57800,59200,57900
2170,2195,2330,491066,762310,323089,1206995,482590,399119,751991,803524,609169,1067106,1555985,1890,1890,1880,1935,2005,2000,1945,1950,1970,2070
71300,72600,74800,56825,35201,34222,36234,995824,1027181,691073,257658,495470,270772,559878,55900,54300,52900,53400,56500,65600,64000,68800,69900,68700
16300,16650,17300,399955,235243,214097,103325,120419,139946,121801,100367,174398,92847,292706,16200,15600,15600,16050,15950,15350,15650,16050,15900,16000
16700,17100,17500,2636833,1223147,1182962,662601,901772,528036,1013243,369400,782650,404728,874185,19550,18250,17500,17450,17800,16600,16650,16900,17000,16600
1810,1850,1920,1173053,3784055,7493009,13459450,2179331,3093929,1025310,1013971,1155942,2036836,4447986,1635,1710,1475,1510,1615,1670,1685,1675,1625,1700
2605,2660,2710,3418377,3104903,11040219,2454477,2237356,1973272,5095321,2724039,1749851,6607629,5635518,2450,2415,2465,2530,2450,2480,2505,2505,2490,2525
62000,63100,63900,2468172,1282978,1611519,3530240,1574732,1630967,2011306,1015219,1339081,1009012,2062739,57000,57500,57500,57800,59200,57900,59800,58500,59800,61000
3540,3620,3685,5561779,1813931,2353802,932012,1745305,739377,763628,9900795,6264884,1415848,3091995,3670,3700,3620,3410,3530,3575,3410,3445,3460,3490
1020,1040,1095,1783227,1102360,8926673,1775294,1639555,6330369,6373846,2472587,2599342,1332212,6941831,1000,1005,1010,1000,1015,1015,1010,1005,1010,1010
7080,7350,7540,622087,381641,506067,266868,353723,5769618,5780384,1111099,1533854,612302,3440799,6570,6610,6310,6210,6030,6030,6860,6840,6850,6800
35200,36700,38000,20015,25400,18582,12722,24647,12057,95588,53045,42299,26591,219584,33350,33500,33950,33800,33200,33050,33250,33950,33850,34000
3890,4110,4255,368744,185420,182252,94455,159599,165958,109577,253150,2797616,322002,3520510,3940,3900,3860,3810,3765,3730,3675,3725,3755,3855
11100,11500,12000,379986,174542,111737,82636,72652,57396,52556,148563,76962,163647,598052,11000,10800,10550,10300,10350,10350,10400,10750,10450,11050
2350,2400,2535,4002039,3130548,18089714,6639704,11752007,4409085,4286919,2910981,2059495,15573257,34180107,2150,2130,2165,2305,2305,2325,2255,2215,2200,2205
31600,31950,33550,123865,126411,219739,318460,207430,230538,190387,158862,332341,147798,605993,30200,30500,30850,30850,30350,30800,30400,30600,30750,31500
22600,23100,24800,139069,97538,112285,153765,380548,167290,169964,112218,126571,117016,537634,21150,20750,21000,21250,22100,22350,21700,22450,22500,22500
68900,72000,79600,168609,360697,264091,271704,194436,213395,142040,158197,193447,107030,1432384,71300,70900,73100,73900,71500,69500,69800,68300,66100,67000
2210,2280,2400,928058,490229,866388,1012958,1783744,1755986,984975,717781,609214,429569,7444888,2145,2150,2090,2070,2115,2160,2265,2210,2205,2195
3250,3370,3490,475620,2285612,888447,671833,796101,517414,867963,10391381,1705138,1530861,6608405,3100,3105,3195,3225,3120,3100,2965,2940,3125,3175
3945,4195,4435,16341984,8465930,10206739,4998510,16306718,5206841,5935995,12443349,8131435,4422777,19550321,3460,3525,3625,3560,3815,3815,3520,3650,3720,3765
13000,13500,14500,816097,292015,308834,147942,139363,298937,139626,103981,90643,99420,1076923,12000,12150,11950,12150,12350,12250,12600,12750,12650,12550
2260,2345,2400,4409085,4286919,2910981,2059495,15573257,34180107,17850222,5600613,6224434,5990938,12899386,2325,2255,2215,2200,2205,2355,2455,2335,2240,2235
13650,14000,14200,1341249,2009507,987384,692294,319255,180227,267940,224509,404581,798351,565725,13300,13050,13450,12900,12550,12900,12900,12550,13150,13250
1605,1660,1715,1126895,728390,3201816,1588082,1480006,1099402,594485,913207,3111516,1934989,8536531,1485,1455,1520,1550,1525,1555,1545,1510,1560,1575
18800,19100,20900,72300,140907,91781,103922,50446,312550,169389,129605,205491,87410,548487,16700,17050,17300,16550,16600,16900,18150,17200,17500,17850
2300,2340,2470,2910981,2059495,15573257,34180107,17850222,5600613,6224434,5990938,12899386,4855607,27009424,2215,2200,2205,2355,2455,2335,2240,2235,2220,2220
2395,2400,2485,2059495,15573257,34180107,17850222,5600613,6224434,5990938,12899386,4855607,27009424,13639206,2200,2205,2355,2455,2335,2240,2235,2220,2220,2280
2320,2375,2480,15573257,34180107,17850222,5600613,6224434,5990938,12899386,4855607,27009424,13639206,22753097,2205,2355,2455,2335,2240,2235,2220,2220,2280,2320
65900,63500,66000,158197,193447,107030,1432384,482359,687540,316605,285891,241658,182644,244550,68300,66100,67000,70800,75100,75700,72000,70000,68400,65900
2430,2490,2555,34180107,17850222,5600613,6224434,5990938,12899386,4855607,27009424,13639206,22753097,20053810,2355,2455,2335,2240,2235,2220,2220,2280,2320,2360
20050,20400,20800,1138066,1131063,1450014,1861186,1661681,3982222,3172907,3269289,3270904,3572107,2381731,24900,25050,24300,23850,23300,21800,20950,21250,20450,19650
22500,23600,26650,265344,407366,4262507,1611010,3614732,19013844,12919407,7948334,8576200,3759811,13802910,17000,16750,17150,15400,14700,21900,20400,21000,21900,21200
2195,2285,2335,2103905,29689132,9995567,6012719,3377050,15654955,4937698,4511105,2162625,4174017,6692536,2170,2225,2260,2185,2010,2040,2075,2105,2100,2155
7960,8220,9070,1152017,518797,439126,338284,1560083,1764425,1826115,1660911,541210,999552,3475094,8620,8440,8270,7810,7880,7690,8100,7750,7930,7940
17900,18600,19500,1241527,4559389,8030123,2409877,11138993,10371062,8449809,1915453,3262138,1001248,4176722,12950,12500,14600,13850,14000,15550,17350,17200,17250,17600
9870,10100,10600,7578550,31566556,22289601,11224631,19466080,9454258,8258499,2715663,10368597,5206860,6177523,7980,7800,9510,9280,9420,9400,8880,8640,8730,9420
2235,2285,2450,9995567,6012719,3377050,15654955,4937698,4511105,2162625,4174017,6692536,2764096,21718715,2260,2185,2010,2040,2075,2105,2100,2155,2230,2180
6830,7200,7440,34677653,26043794,6629118,14861793,5512776,6865957,5993360,17280022,9940294,4645991,19777405,6850,6650,6150,6180,6150,6100,5820,6270,6710,6580
9580,9770,10050,22289601,11224631,19466080,9454258,8258499,2715663,10368597,5206860,6177523,4632073,5777031,9510,9280,9420,9400,8880,8640,8730,9420,9690,9410
1310,1380,1430,809454,535207,1129723,497950,2400642,1378225,910418,1630406,2498301,2131448,8429910,1125,1125,1115,1135,1140,1235,1245,1255,1280,1280
1605,1635,1725,1666654,762149,513356,800649,548285,698306,267735,1384623,1080105,1516369,6465553,1420,1415,1420,1405,1430,1430,1445,1460,1485,1530
14350,15100,15600,8069275,18362716,6936971,7719310,6651476,5625587,5159668,2745635,3346154,5366395,11995803,13950,14500,13800,12050,12550,13850,14100,13850,13000,14100
1605,1635,1725,1666654,762149,513356,800649,548285,698306,267735,1384623,1080105,1516369,6465553,1420,1415,1420,1405,1430,1430,1445,1460,1485,1530
1710,1810,1870,3009017,7879388,25210009,5569014,3379173,6947719,2870236,2626615,4342197,2552154,6780164,1275,1310,1580,1700,1625,1675,1680,1515,1675,1550
16550,17250,17950,3269289,3270904,3572107,2381731,3706917,1281487,6342105,3147167,3511517,4515245,5452407,21250,20450,19650,20250,19900,20100,18350,17650,17050,16500
1710,1800,1945,114675,252244,587728,830819,269343,137227,159817,387325,425936,434152,10566714,1585,1530,1550,1670,1710,1690,1610,1620,1575,1575
1775,1790,1865,7879388,25210009,5569014,3379173,6947719,2870236,2626615,4342197,2552154,6780164,3108586,1310,1580,1700,1625,1675,1680,1515,1675,1550,1750
2350,2470,2520,13639206,22753097,20053810,9059607,27396642,14844048,7057538,5350932,27065459,6095639,15049634,2320,2360,2435,2375,2400,2405,2255,2250,2340,2345
19050,19450,19800,2257332,2486379,2436789,3082633,1832720,2803625,2572376,3182619,2039220,1644104,1474066,18200,18600,18050,17750,17950,17150,17000,17650,18450,18250
15900,16250,16400,7719310,6651476,5625587,5159668,2745635,3346154,5366395,11995803,7175066,7304369,4775513,12050,12550,13850,14100,13850,13000,14100,14650,14700,14400
39400,39550,40300,1171533,1291836,726445,900082,1304028,1020850,1147985,1104184,781094,1112504,1337842,35750,37350,37350,36500,36150,36250,37050,37700,37600,38550
2190,2240,2565,578170,6962130,24967186,3587364,39439887,3766275,9731054,2063367,3285574,4748881,27875345,1710,1755,2215,2060,2125,2000,2100,2050,2135,2130
8950,9140,9190,10368597,5206860,6177523,4632073,5777031,5329087,2262688,1643540,2073836,2809708,2266592,8730,9420,9690,9410,8260,8350,8220,8410,8320,8550
1400,1430,1660,1179391,914542,1730299,1433529,1666964,2027556,1282638,3560058,1938805,1755894,21968599,1465,1480,1370,1350,1305,1335,1315,1365,1370,1380
55900,57000,57500,16886813,21437877,18408910,13784602,12924326,13641878,14820702,12660652,17107653,11456060,16944503,55200,54000,55200,55200,55800,55700,55800,55700,55100,55100
15000,15250,15600,2745635,3346154,5366395,11995803,7175066,7304369,4775513,4046729,2038378,1955563,1705515,13850,13000,14100,14650,14700,14400,15400,15150,15100,14750
1480,1500,1535,5502051,4767815,10193698,22273615,6789362,8753755,5756220,5172417,7591451,11823906,11764148,1460,1425,1310,1350,1405,1440,1450,1430,1415,1450
15350,15500,15750,3346154,5366395,11995803,7175066,7304369,4775513,4046729,2038378,1955563,1705515,1623341,13000,14100,14650,14700,14400,15400,15150,15100,14750,15000
1650,1710,1860,1516369,6465553,1288547,2213421,2179609,2457432,1758744,775008,3065008,1156264,7972701,1530,1510,1575,1605,1560,1505,1405,1455,1500,1620
1650,1710,1860,1516369,6465553,1288547,2213421,2179609,2457432,1758744,775008,3065008,1156264,7972701,1530,1510,1575,1605,1560,1505,1405,1455,1500,1620
4075,5700,5700,0,0,0,0,0,0,0,0,0,0,6227700,4075,4075,4075,4075,4075,4075,4075,4075,4075,4075
8500,8670,9070,610951,499350,446457,1003711,760342,15453914,20163203,12905950,7352049,21894497,7465414,5310,5490,5280,5600,5670,6050,7710,7960,7600,8270
3405,3530,3825,416420,454084,443976,456875,320619,281314,722851,414911,288139,436149,6192393,3100,3195,3205,3375,3375,3350,3400,3450,3420,3400
11950,12250,12700,595260,1385434,1902928,561458,606128,341021,321038,279255,564151,182972,863468,11000,10800,12000,11600,11450,11200,11400,11650,11700,11800
2050,2095,2250,12897898,32537739,6198526,13340324,4064064,2759181,6086449,8168906,2448983,2107422,16723702,1900,2110,2090,2120,2030,1980,2030,2030,2040,2020
18600,18850,19100,1644104,1474066,1217366,1243702,975268,1214409,1031175,1376304,1283490,1912137,1841709,18250,19200,19250,18850,18850,18950,18700,18400,18700,18300
15850,16150,17100,6227448,3062046,3804967,3722302,1838153,2174318,1950396,2635020,1914446,3015918,3901609,15950,16900,17350,16550,16500,16600,16300,15900,16000,15800
2215,2240,2265,943654,535097,694692,979220,398156,337170,281987,3080389,418041,388664,707924,2220,2255,2215,2165,2170,2155,2160,2170,2210,2205
2215,2240,2265,943654,535097,694692,979220,398156,337170,281987,3080389,418041,388664,707924,2220,2255,2215,2165,2170,2155,2160,2170,2210,2205
2215,2240,2265,943654,535097,694692,979220,398156,337170,281987,3080389,418041,388664,707924,2220,2255,2215,2165,2170,2155,2160,2170,2210,2205
2215,2240,2265,943654,535097,694692,979220,398156,337170,281987,3080389,418041,388664,707924,2220,2255,2215,2165,2170,2155,2160,2170,2210,2205
13000,13150,13700,221290,137381,98261,109279,76175,93948,106380,61434,115208,170405,423073,12400,12200,12150,12350,12350,12400,12500,12500,12450,12700
7500,7630,8240,2676864,1593156,2105674,4472527,3794676,2404214,1530007,2065573,2636636,2871957,12030175,7270,7210,6780,6930,7100,6990,7040,7080,7200,7200
2705,2845,2870,208934,13581387,2282462,601075,468969,490135,614543,2142603,396480,662946,1981246,2480,2520,2655,2635,2635,2645,2535,2650,2675,2620
12100,12550,12950,341977,520929,233048,206722,272173,248376,644007,324561,350570,366540,1340117,10950,11350,11600,11450,11500,11600,11850,12000,11850,11500
868,933,990,202457,144050,327492,172297,137528,147532,157814,32621151,4290792,1455150,6805006,834,821,798,802,801,796,798,806,848,845
1840,1915,2000,2002133,1134309,1732140,856276,752810,727248,567113,1007498,311240,284320,3908710,1930,1950,1820,1810,1710,1750,1805,1780,1730,1785
1475,1545,1570,158673,133897,416082,334212,195586,212341,180111,157957,340770,559479,3565549,1405,1405,1400,1400,1420,1430,1425,1415,1410,1435
2780,2870,3200,804009,899666,721822,548995,542001,1166931,1277309,918381,551552,1214797,21027308,2690,2560,2530,2515,2550,2595,2655,2635,2685,2715
6440,6770,8190,2493758,614186,2157076,6497387,4160430,2321024,1203656,3043476,1734763,1680953,20406151,5270,5370,5350,5720,5940,5860,5740,5840,6190,6270
5480,5700,5910,3515968,2290955,2772458,1742021,4829172,1747958,1152243,2151967,3503994,2593689,9886511,5180,5140,5130,5140,5040,5160,5120,5140,5320,5410
5570,5800,6040,9476225,1701107,866871,2969919,997611,816926,15981741,2735772,1347297,1585768,4909114,4610,4510,4530,4770,4765,4530,4855,5520,5480,5420
12000,12900,13350,248376,644007,324561,350570,366540,1340117,314553,423676,333569,475360,1223630,11600,11850,12000,11850,11500,12100,12050,12150,12200,11900
5630,5910,6740,1742021,4829172,1747958,1152243,2151967,3503994,2593689,9886511,7567606,3952103,49734999,5140,5040,5160,5120,5140,5320,5410,5560,5430,5560
2085,2150,2250,281962,779723,390191,366837,984039,402746,516304,1240750,6929116,1848326,6240547,1965,1990,1985,1965,1950,1975,1980,2025,2005,2065
15550,16250,18400,1598543,798372,1572612,3705645,10479049,8885566,6669946,3356263,4048795,1749554,12383860,10450,10350,10350,10600,12100,15050,15300,14900,15500,15050
1200,1250,1315,716268,675875,400182,347345,7535108,782881,531527,654673,577924,1306326,4470732,1115,1135,1125,1140,1150,1180,1175,1165,1200,1190
2610,2645,3225,1223675,1377035,818382,1451702,1026049,853741,1866537,1657874,712705,1181218,50174096,2555,2420,2470,2495,2565,2550,2485,2555,2560,2540
1625,1650,1730,265839,186525,684931,630600,683238,239273,193146,725870,667422,23011153,8738776,1350,1320,1270,1340,1400,1410,1385,1435,1445,1510
7120,7260,7780,228737,203556,156746,314398,278471,150796,131621,1487639,203451,217259,2656225,6550,6550,6570,6510,6700,6620,6670,6770,7040,7050
1350,1365,1480,4535013,19497619,15187442,3177348,5944083,3441699,2945373,1971786,1603198,10712625,11912790,1115,1170,1320,1245,1310,1255,1225,1275,1260,1275
