stock_code,bf_price,tr_price,D-5,D-4,D-3,D-2,D-1,D-day
044060,1365,1400,15585320,9327291,3002881,5465439,4199456,19556227
249420,39950,40800,1255136,754188,2026976,1441178,1224273,9089863
278650,5970,6250,4151062,2578766,14729285,4821799,8577677,5438940
293490,44300,44000,359385,516320,439182,400519,452097,834550
293490,44300,44000,359385,516320,439182,400519,452097,834550
278650,5970,6250,4151062,2578766,14729285,4821799,8577677,5438940
258830,3260,3355,30417963,4416004,23006472,12623428,3833251,24697687
362320,11100,11250,2139089,1793282,3051459,2319653,3134760,3945620
258830,3260,3355,30417963,4416004,23006472,12623428,3833251,24697687
362320,11100,11250,2139089,1793282,3051459,2319653,3134760,3945620
278650,5840,6080,4821799,8577677,5438940,4064396,2372558,5816371
028670,5800,5920,2768722,4390088,2948409,2945356,2226069,8874533
278650,5840,6080,4821799,8577677,5438940,4064396,2372558,5816371
028670,5800,5920,2768722,4390088,2948409,2945356,2226069,8874533
089590,13900,14150,894969,637033,688063,1394557,1025271,1087081
089590,13900,14150,894969,637033,688063,1394557,1025271,1087081
089590,13950,14250,637033,688063,1394557,1025271,1087081,2131405
089590,13950,14250,637033,688063,1394557,1025271,1087081,2131405
094170,10600,10850,130623,285344,842165,965730,229297,1017372
094170,10600,10850,130623,285344,842165,965730,229297,1017372
047810,50900,51500,621706,1103557,1311887,953886,815849,1134665
270660,14400,15100,64230,79302,63826,83993,106574,2376834
058630,7710,7950,254746,249349,3164018,979124,1247797,3179033
001570,24950,25300,2365630,1561996,1972335,10132067,3085200,1985675
004770,2555,2630,560851,277458,439722,455260,251411,1898474
018250,20200,20550,134021,113968,84701,212364,202223,352760
257720,2510,2550,1995209,2707944,3703133,2305199,2486569,4242127
049080,1465,1530,959220,1602296,667018,1472951,856402,11339151
196700,3370,3440,606091,492165,805225,622707,487853,12647089
007660,5990,6060,351406,1006781,779382,457306,304654,2018623
089590,14700,14950,313764,678179,804965,501984,997238,709615
067000,4745,4820,5213676,6492985,3705426,1052043,960235,10735956
034020,17150,17400,5007477,6079252,3744965,7585935,5199400,8834739
044060,1290,1320,1395254,23174990,3147618,3865593,3645676,7578374
322780,3000,3085,1106406,479431,321471,715416,865486,2987878
900310,1310,1330,3835652,15666827,2302164,3136480,7841239,42734992
037270,4945,4995,491672,553834,523932,437466,358723,1422775
033240,24200,24750,226729,143983,255363,132108,127838,456927
204610,1840,1870,5151412,4161285,5433844,8364660,2166373,5576990
225570,13350,13890,370181,273158,304264,239411,213425,5577153
281740,5180,5260,753334,527863,340473,290821,626451,11578118
204620,3245,3280,339366,1540728,346612,2392477,354597,2852328
025320,2795,2840,465490,252777,337959,453543,497353,7233910
101730,11110,11400,383772,217301,564502,370669,409003,1318226
112040,37500,38250,676707,425467,715756,455722,552311,1366693
382840,18280,19390,84205,68579,123904,117043,145643,1323892
049480,3220,3280,9668849,6418084,2127904,4129695,2392903,6556918
013360,2640,2700,196895,200226,978511,852637,1204040,3197820
171090,21000,22050,409859,251387,235463,168614,744548,1762833
040160,5890,6150,378487,264823,329709,174303,187972,3763972
151860,11770,11910,327128,733173,709840,727982,854890,7444140
